job_title,company,location,job_description
Machine Learning Engineer,AB InBev GCC India,,"About the job Dreaming big is in our DNA. Its who we are as a company. Its our culture. Its our heritage. And more than ever, its our future. A future where were always looking forward. Always serving up new ways to meet lifes moments. A future where we keep dreaming bigger. We look for people with passion, talent, and curiosity, and provide them with the teammates, resources and opportunities to unleash their full potential. The power we create together  when we combine your strengths with ours  is unstoppable. Are you ready to join a team that dreams as big as you do? AB InBev GCC was incorporated in 2014 as a strategic partner for Anheuser-Busch InBev. The centre leverages the power of data and analytics to drive growth for critical business functions such as operations, finance, people, and technology. The teams are transforming Operations through Tech and Analytics. Do You Dream Big? We Need You. Job Description Job Title: Machine Learning Engineer Location: Bangalore (Onsite) Reporting to: Sr. Manager - Analytics PURPOSE OF ROLE We are seeking a skilled and motivated Machine Learning Engineer to design, build, and deploy ML systems that power intelligent products and services. In this role, you will collaborate closely with data scientists, engineers, and product teams to deliver scalable and efficient solutions in production environments. KEY TASKS AND ACCOUNTABILITIES Collaborate with data scientists and backend engineers to preprocess, clean, and structure data. Build, maintain, and enhance robust ML pipelines and production-grade systems. Deploy models into production environments and ensure scalability, reliability, and low latency. Monitor production systems, identify bottlenecks, and proactively resolve performance issues. Work with task management and messaging systems like Redis, RabbitMQ, and Celery. Implement basic CI/CD practices for ML models and pipelines. Use containerization tools like Docker to streamline deployment and testing. QUALIFICATIONS, EXPERIENCE, SKILLS Education: Bachelors or masters degree in computer science, Data Science, Engineering, or a related field (open to any degree with relevant experience). Experience: Minimum 23 years of hands-on experience in Machine Learning engineering, AI projects, or system design. Technical/Functional Skills: Mandatory Skills: Proficiency in programming languages, especially Python. Strong experience with relational databases such as MSSQL. Hands-on experience with Redis, RabbitMQ, Celery, or similar tools. Working knowledge of Docker and containerized environments. Good understanding of CI/CD principles and practices for ML workflows. Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or equivalent. Preferred (Good to have) Skills: Solid foundational knowledge of statistics , algorithms , and data science concepts . Ability to troubleshoot complex system issues and optimize system performance. Strong problem-solving skills, attention to detail, and ability to work collaboratively. And above all of this, an undying love for beer! We dream big to create future with more cheers . Earn certifications in these skills Learn Machine Learning Learn Natural Language Processing Learn AI in Data Science Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Python Learn Artificial intelligence + 3 more skills Who can apply Only those candidates can apply who: 1. have minimum 2 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Machine Learning Engineer,Tricog Health,,"About the job We are looking for a curious and passionate Machine Learning Engineer   -   to join,our high-impact team. Youll work directly on ML models that analyze cardiac data, helping doctors save lives. This role offers the unique opportunity to see your work make a tangible difference in patient outcomes while building state-of-the-art ML infrastructure. What Youll Do: Design and Implement ML Models: Develop, train, and evaluate machine learning and deep learning models for cardiac datasets and associated metadata. Data Pipeline Development: Work with large, complex, and sometimes messy clinical datasets. Contribute to building robust and scalable data pipelines for data ingestion, cleaning, feature engineering, and labeling. Model Deployment and MLOps: Deploy models to production environments and monitor their performance in real-world clinical settings. Build and maintain REST APIs for model inference using frameworks like FastAPI or Flask. Design scalable API endpoints with proper request validation, error handling, and authentication. Implement and maintain robust MLOps practices, including version control, continuous integration/continuous deployment (CI/CD), and model monitoring in a production environment (e.g., cloud platforms like AWS, Azure, or GCP). Performance Optimization: Optimize model performance for inference speed and resource efficiency, crucial for deployment on various platforms (cloud, edge devices). Collaboration: Work collaboratively with software engineers, data scientists, and clinical domain experts to translate clinical needs into technical requirements and deliver high-impact solutions. Documentation and Research: Maintain detailed documentation of models, code, and experiments. Stay current with the latest research in deep learning, medical image analysis, and time-series analysis. Regulatory and Compliance: Develop documentation in order to comply with regulatory requirements such as CDSCO, FDA etc. Required: Experience: 1 - 3 years of professional experience as a Machine Learning Engineer, Data Scientist, or a related role. Programming: Proficiency in Python and experience with core data science libraries (NumPy, pandas, scikit-learn). Deep Learning Frameworks: Hands-on experience with at least one major deep learning framework (PyTorch). MLOps Basics: Familiarity with MLOps principles, including containerization (Docker) and cloud service experience (AWS, Azure, or GCP). Understanding of model evaluation metrics, cross-validation, and debugging ML systems. Ability to read and implement research papers. Preferred Skills: Experience with healthcare data. Understanding of statistical methods and experimental design for model validation. Experience with structured training pipelines such as Pytorch Lightning. Knowledge of regulatory requirements for medical devices (FDA, CE marking). Experience with cloud platforms (AWS, GCP, Azure) and serverless deployments. Publications or contributions to ML open-source projects. Earn certifications in these skills Learn VLSI Learn AI in Data Science Learn Cloud Computing Learn Embedded Systems Learn Machine Learning Learn Natural Language Processing Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Python Learn Git & Github Learn Artificial intelligence Learn Software development Learn Vibe Coding + 9 more skills Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Machine Learning Engineer,OptiSol Business Solutions,,"About the job Machine Learning Engineer Experience: 2 to 4 years Work Location: Chennai, Madurai & Coimbatore | Hybrid Job Summary: We are looking for a Machine Learning Engineer with 24 years of experience in building and deploying ML-driven solutions, including ML and GenAI-based systems. The role involves working across the full ML lifecycle, from data preparation and model development to deployment, monitoring, and continuous improvement in production environments. Key Responsibilities: Build, train, and optimize machine learning and GenAI models for production use cases. Work with large-scale structured and unstructured datasets (text, images, embeddings, tabular data). Implement feature engineering, data preprocessing, and model evaluation pipelines. Develop and deploy ML/GenAI models. Integrate ML solutions with backend systems and applications. Work with embedding models, vector databases, or retrieval-based ML systems where applicable. Monitor model performance, latency, and quality in production. Collaborate closely with data engineers, backend engineers, and product teams. Document model behavior, assumptions, and deployment workflows. Required Skills & Qualifications: 2+ years of hands-on experience as a Machine Learning Engineer. Solid understanding of machine learning concepts and algorithms. Experience with frameworks such as PyTorch, TensorFlow, scikit-learn, Langchain, LangGraph etc. Familiarity with NLP, embeddings, or deep learningbased models. Hands-on experience with GenAI systems (LLMs, prompt engineering, RAG pipelines, fine tuning) Experience with data processing using Pandas, NumPy, and SQL. Understanding of model deployment, inference, and performance optimization. Experience using Git and working in Linux-based environments. Experience with cloud platforms such as AWS / GCP / Azure. Experience with Docker and containerized deployments. Strong communication skills with the ability to explain ML/GenAI concepts clearly to both technical and non-technical stakeholders. Your Next Big Opportunity Starts Here  Join Our Success Story Earn certifications in these skills Learn Machine Learning Learn Natural Language Processing Learn AI in Data Science Learn Data Science Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Python Learn Artificial intelligence Learn Human Resources + 4 more skills Who can apply Only those candidates can apply who: 1. have minimum 2 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Customer Acquisition Associate,WWF-IndiaNGO,,"About the job Key Responsibilities: 1. Contact donors (via calls, emails, in-person meetings, etc.) and explain WWF India's work in a clear and interesting way. 2. Identify, cultivate and secure high-value, long-term relationships with new potential individual supporters within our key funding areas. 3. Manage and build excellent relationships with donors to ensure all opportunities are maximised. 4. Convert, retain, and upgrade the existing donor database to maximize the retention ratio. 5. Develop a relationship with the donors and upgrade/reactivate them in the donor pyramid. Skill(s) required Business Development Client Relationship Cold Calling Customer Acquisition Sales Earn certifications in these skills Learn Business Communication Learn Digital Marketing Learn Business Analytics Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Other requirements 1. Graduate/Postgraduate/MBA from any recognized university. 2. Excellent English communication and negotiation skills with demonstrated ability to talk and listen to people and build rapport with them. 3. Ability to work under tight deadlines. 4. Highly performance-oriented and able to work in a team. 5. Energy-driven individual who can inspire people and promote WWF-India's work. 6. Should have experience in donor retention/fundraising/sales for at least 1 - 2 years. 7. Can join immediately or within 15 days. Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 4,00,000 - 6,50,000 /year Annual CTC breakup: 1. Fixed pay: ₹ 3,00,000 /year 2. Variable pay: ₹ 1,00,000 /year Number of openings 3 About WWF-India Website WWF-India (World Wide Fund for Nature) is an international non-governmental organization working in the field of biodiversity conservation and the reduction of humanity's footprint on the environment. The group's mission is to stop the degradation of the planet's natural environment and build a future where humans live in harmony with nature. Activity on Internshala Hiring since December 2021 18 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Administration Trainee,SevalayaNGO,,"About the job Key responsibilities: 1. Bank deposit handling 2. Collection-related tasks 3. Filing and record maintenance 4. Maintaining inward and outward entries 5. Front office operations 6. Utility bill payments 7. Monitoring housekeeping activities 8. Other field-related duties as assigned Skill(s) required MS-Office Earn certifications in these skills Learn Business Communication Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience 2. are from Chennai only Other requirements 1. Qualification - 10th or 12th 2. Working knowledge of MS Office 3. Valid driving license Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 2,00,000 - 2,20,000 /year Number of openings 2 About Sevalaya Website Sevalaya is a registered charitable Trust established in 1988, with activities in villages around Thiruvallur and Kancheepuram district. Currently, the centers are operating from Kasuva village and North West of Chennai in Tamil Nadu, India, and in Vadanallur village near Uttiramerur and Thirumalai Vaiyavur village in Kancheepuram district, South of Chennai in Tamil Nadu. The organization is professionally managed and is governed by a Board of Trustees with a deep commitment to social development, drawn from varied backgrounds. An advisory committee, consisting of people who have experience in various fields, shares their experience and skills with the trustees and employees of Sevalaya regularly. Sevalaya draws its inspiration from Mahatma Gandhi, Swami Vivekananda, and Mahakavi Subramania Bharathiyar. Activity on Internshala Hiring since May 2025 2 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
RPA/Automation Analyst,Alfalabs Technologies,,"About the job Are you a skilled RPA/Automation Analyst with expertise in Test Automation and Robotic Process Automation (RPA)? Join our dynamic team at Alfalabs Technologies and embark on an exciting career journey! As an integral part of our company, you will have the opportunity to work on cutting-edge projects and contribute to the automation of our business processes. Key Responsibilities: 1. Develop and implement RPA solutions using tools such as UiPath or Automation Anywhere. 2. Collaborate with cross-functional teams to identify automation opportunities and streamline workflows. 3. Design and execute test cases for RPA projects to ensure accuracy and efficiency. 4. Provide technical support and troubleshooting for RPA systems and processes. 5. Conduct regular reviews and assessments to optimize automation processes and improve performance. 6. Stay updated on industry trends and best practices in RPA and automation technologies. 7. Assist in training and knowledge sharing with team members to enhance overall automation capabilities. If you are passionate about automation and have a strong background in RPA and Test Automation, we want to hear from you! Take the next step in your career and apply for the RPA/Automation Analyst position at Alfalabs Technologies today. Skill(s) required Robotic Process Automation (RPA) Test Automation Earn certifications in these skills Learn VLSI Learn AI in Data Science Learn Cloud Computing Learn Embedded Systems Learn 3D Printing Learn Advanced SOLIDWORKS Learn Ansys Learn CATIA Learn AutoCAD 3D Learn LabVIEW Learn PLC Programming Learn Engineering Drawing Learn Siemens NX Learn Creo Parametric Learn Git & Github Learn Software development Learn Vibe Coding Learn Software Testing + 11 more skills Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Other requirements 1. Candidates from Western Mumbai only Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 3,00,000 - 3,60,000 /year Perks Free snacks & beverages Number of openings 5 About Alfalabs Technologies Website Alfa Labs is a software testing services provider. We are a team of software testers with 2 to 20 years of experience in capital markets, banking & financial services, payroll, CRM/SCM, etc. We have operations in Mumbai and Bangalore. We offer all types of testing services including manual, automation, performance/load testing, etc., in both onsite and offsite engagement models. The value that Alfa Labs brings to software testing engagements is that we bring not only testing skills but also domain expertise. All our testers are experts in one or more industry domains and we have a repository of test cases for each of the domains that we service. Our in-depth understanding of our client's domain helps users to add immense value to our testing services. Activity on Internshala Hiring since December 2018 64 opportunities posted 1 candidate hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Administration Trainee,Antarang FoundationNGO,,"About the job Key Responsibilities: A. Operations and logistics (70%) 1. Ensure school, student, and stakeholder data are collected and maintained accurately as required. 2. Identify requirements for tech systems and process documentation. 3. Conduct regular process checks to ensure smooth operations. 4. Manage facilitator allocation and reallocation. 5. Resolve facilitator queries promptly. 6. Handle vendor management activities. 7. Ensure optimal material utilization and timely, accurate delivery of materials to students and facilitators. 8. Manage monthly payouts and address related queries. 9. Co-create and update process documents based on learnings. 10. Track batch start, progress, and attendance, and strategize for schools with slow progress. 11. Ensure 100 percent data accuracy and timely data uploads. B. Stakeholder management and partnerships (30%) 1. Conduct meetings with existing and new stakeholders for MoUs, including drafting terms. 2. Build stakeholder investment in the program and its objectives. 3. Create and track HM observation and feedback forms, gather insights, and collect testimonials. 4. Conduct school and college visits, including HM conversations. 5. Escalate facilitator queries to the required authorities when necessary. 6. Seek partnerships that align with Antarang's criteria. 7. Maintain regular communication with on-ground partners to ensure smooth implementation. 8. Maintain partnership documentation and follow up with partners and internal teams. 9. Conduct classroom observations to monitor quality. Skill(s) required Computer skills Effective Communication English Proficiency (Written) Networking Travel Management Earn certifications in these skills Learn Effective Communication Learn Business Communication Learn Networking Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience 2. are from Goa Velha only Other requirements 1. Required with 8.5 hrs per day 2. Ability to multitask and prioritize tasks 3. Clear verbal and written communication, knowledge of the local language 4. Tech Savvy (comfortable using Microsoft Office; confident of learning to operate scanners, dashboards) 5. Ability to do a certain task multiple times with focus without getting bored 6. Readiness to give hand and feet support even at odd hours (if and when required) Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 3,36,000 - 4,00,000 /year Annual CTC breakup: 1. Fixed pay: ₹ 1,68,000 /year 2. Variable pay: ₹ 1,68,000 /year Perks Informal dress code 5 days a week Health Insurance Number of openings 1 About Antarang Foundation Website As a 10-year-old organization, Antarang Foundation has been one of the leading voices in integrating employability and career development into the mainstream education narrative. We strongly believe that education, without leading to social and economic progress, remains incomplete. We aim to make employability and aspirational careers accessible to all young adults, regardless of socioeconomic background. Antarang Foundation focuses on developing employability skills in disadvantaged youth in urban low-income settlements. Through two structured programs, Antarang guides students in making career choices, provides training in core employability skills, and facilitates connections to employment opportunities aligned with their preferences. In the past decade, Antarang has positively impacted over 100,000 youth in Mumbai. Antarang is currently in a critical growth phase and seeks candidates dedicated to scaling its impact and reaching youth more effectively and efficiently. Activity on Internshala Hiring since June 2023 8 opportunities posted Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Junior Game Designer,Adstacks Media,,"About the job Key responsibilities: 1. Game Concept & Innovation: Develop unique gameplay ideas and mechanics inspired by trends, movies, and viral content. 2. Level & Mission Design: Create balanced levels, missions, and story-driven sequences that enhance engagement. 3. UX Flow & Player Journey: Design complete UX flows including menu navigation, onboarding steps, screen transitions, and user interaction logic. Collaborate with UI designers to ensure visual clarity while owning the functional player experience. 4. Monetization & Progression: Support development of reward systems, ad placement strategies, game progression pacing, and Free-to-Play economy flow. 5. Documentation & Specification: Create and maintain GDD sections, feature specifications, balancing spreadsheets, mission briefs, and flow documents. 6. In-Engine Implementation: Perform level setup, prefab placement, and basic logic implementation directly inside Unity. 7. Data Analysis Support: Monitor core metrics like retention, session length, and ARPDAU. Apply insights to improve gameplay, balancing, and flows. 8. R&D & Player Research: Analyze players, trends, competitors, and market patterns to support design direction. 9. Game Ads & Creatives: Assist in designing gameplay capture ideas, ad concepts, and creative highlights. 10. Art & UX Support: Use Figma, Photoshop, and Illustrator for UI mockups, wireframes, and visual sketches. 11. Team Collaboration: Work with artists, developers, and producers to ensure aligned execution and consistent quality. Skill(s) required Adobe Illustrator Figma Game development Unity Engine Wireframing Earn certifications in these skills Learn Figma Learn AR/VR using Unity Learn Wireframing Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Other requirements 1. Engines: Unity (level implementation, data setup, basic flow scripting) 2. Tools: Photoshop, Illustrator, Figma 3. Expertise: Level design, UX flow, gameplay mechanics, monetization fundamentals, player behavior research 4. Soft Skills: Analytical thinker, structured communicator, adaptable, strong teamwork ability Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 2,40,000 - 3,00,000 /year Perks Informal dress code 5 days a week Number of openings 1 About Adstacks Media Website Adstacks Media is a digital marketing company. We work as advertisers and publishers, and we have clients from all over the world. We have units in Singapore, China, and India, and we are based in Gurgaon, India. No matter the medium or scale, we believe that products and brands work when they communicate with customers on a deeper level and create emotional connections that speak louder than words. Activity on Internshala Hiring since November 2018 212 opportunities posted 19 candidates hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Secretary,The Yoga InstituteNGO,,"About the job We are looking for a Personal Assistant / Executive  Secretary  to help execute day-to-day tasks efficiently and provide administrative support for our management. Key Responsibilities: * Coordinate and collaborate with employees and the management, screen and answer phone calls, letters, and make reports to the reporting head. * Plans, coordinates, and ensures the schedule is followed and respected. * Communicating and coordinating with different departments and external stakeholders * Organise and maintain dairy management. * Take daily rounds in the entire institute and perform other  secretarial  duties. * Maintain an efficient filling system, improve the workflow and process in the institute. * Calendar management, set up reminders, scheduling meetings, and prepare reports of the meeting * Copying, scanning, and faxing documents, as well as taking notes. * Preparing facilities for scheduled events and arranging refreshments, if required. * Ordering office supplies and replacements, as well as managing mail and courier services. * Coordinate all travel arrangements when required. * Observing best business practices and etiquette. * Maintaining confidentiality. It will be in the office role at Santacruz East from Monday to Saturday (10:00 am to 6:00 pm) Skill(s) required Coordination Effective Communication Earn certifications in these skills Learn Effective Communication Learn Business Communication Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience 2. are from Mumbai only Other requirements 1. Female candidates preferred. Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 3,60,001 - 4,00,001 /year Annual CTC breakup: 1. Fixed pay: ₹ 3,60,000 /year 2. Variable pay: ₹ 1 /year Perks Free snacks & beverages Number of openings 1 About The Yoga Institute Website The Yoga Institute, founded in 1918 by Shri Yogendraji, is in its 100th year, serving society and touching the lives of millions during its journey. The Institute has produced more than 50,000 Yoga teachers teaching in over 100 countries and has over 500 publications to its credit. The Yoga Institute has been contributing to the promotion and development of holistic Yoga for over 10 decades and served every section of society. The Yoga Institute has received the prestigious Prime Minister's Award for Outstanding Contribution to Promotion and Development of Yoga on International Day of Yoga 2018. Activity on Internshala Hiring since September 2025 4 opportunities posted 1 candidate hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
AI First Digital Marketer - Fresher,U&INGO,,"About the job Join U&I as an  AI-first digital marketer. Want to learn how to use AI in the real world and build the future of sales, campaigns, and communication? Join U&I Trust, where we're reimagining corporate partnerships through an AI-first lens. You'll help us grow CSR partnerships, launch impactful campaigns, and build the systems behind it all. This is not a ""just send emails"" role. This is  sales meets systems meets storytelling, powered by AI. If you're curious, creative, and obsessed with doing things smarter- this is for you. Key Responsibilities: 1. Build the sales and marketing engine: Design the AI-powered systems that run our CSR partnerships funnel- from outreach to onboarding to renewal. 2. Drive outreach & conversion: Use AI to research leads, craft contextual messaging, and run smart, automated experiments to increase engagement. 3. Run campaigns end-to-end: Own timelines, launch plans, nudges, and follow-ups- ensuring every campaign goes live without friction. 4. Create systems, not just slides: Build templates, automations, and workflows that make the team sharper, faster, and more future-ready. Why this role matters: You'll help scale programs that impact 4,000+ children across India- while  learning how to use AI to drive real-world results. We'll train you, challenge you, and set you up to thrive in the future of work. Ready to launch your AI-powered career? Apply now- and help us build the future of CSR partnerships. Skill(s) required Adaptability Artificial intelligence Effective Communication Interpersonal skills Marketing Sales Earn certifications in these skills Learn Artificial intelligence Learn Effective Communication Learn Interpersonal skills Other requirements What you bring to the table: 1. 0–2 years of experience in marketing, sales, ops, or partnerships. 2. Strong English skills. 3. Curiosity for AI tools and how they can improve real work. 4. A systems-thinker mindset- you like building once, using many times. 5. You're proactive, adaptable, and love figuring things out. Salary Probation: Duration: Salary during probation: After probation: Annual CTC: ₹ 3,30,000 - 4,20,000 /year Perks 5 days a week Health Insurance Number of openings 1 About U&I Website U&I is a volunteer-driven charitable organization based in Bangalore, India. Founded in 2011 by Satish Manchikanti and Ajit Sivaram, it is a registered charitable trust. Today, U&I reaches 2500 children in 110 learning centers across 40 cities in India through our teaching program. We also work towards the care and rehabilitation of the special needs of men, women, and children with 5 Bangalore-based state-run facilities through our care program. The vision of U&I is to help every individual it works with to live life to its fullest potential. Activity on Internshala Hiring since May 2024 16 opportunities posted 1 candidate hired Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
Data Analyst,Eccentric,,"About the job About the Company At Eccentric, we are privileged to co-build the Virtual World with some of the best minds of our times. We are engaged in the Virtualization of Automotive Retail & helped leading Automotive Brands in the world with the power of Virtual Interactions. About the Role We are looking for a Data Analyst at Eccentric. You will be responsible to gather, organize and interpret statistical information and scrutinize data using various tools and techniques to generate information that helps others make decisions. Responsibilities Use Google Analytics to collect, process, and analyze data from various digital platforms. Develop and maintain dashboards, reports, and visualizations to communicate key metrics and insights. Collaborate with Development, product, and sales teams to understand data needs and objectives. Identify and interpret trends or patterns in complex data sets to provide actionable insights. Conduct A/B testing and other analyses to measure the impact of website changes, and user behavior. Assist in setting up Google Analytics tracking, including event tracking, goals, and custom dimensions. Ensure data accuracy by troubleshooting and validating analytics implementations. Present findings and recommendations to stakeholders in a clear and concise manner. Continuously monitor and optimize key performance indicators (KPIs) for various digital channels. Stay updated on the latest Google Analytics features, data privacy regulations, and data analysis best practices. Qualifications Experience of 1-3 years as a Data Analyst. Bachelor's degree in data science, Statistics, Computer Science, or a related field. Proven experience as a Data Analyst with a strong focus on Google Analytics. Proficiency in SQL, Excel, Google Tag Manager and Adobe Analytics is must. Experience with data visualization tools (e.g., Tableau, Power BI, Looker Studio) is a plus. Knowledge of Python and Big Query is an added advantage. Experience with hypothesis testing, correlation analysis, and regression modeling is a plus. Strong analytical skills with the ability to collect, organize, and analyze significant amounts of information. Familiarity with digital marketing concepts, SEO, PPC, and web analytics. Excellent communication skills with the ability to present complex data insights in an understandable way. Strong problem-solving skills and attention to detail. Ability to work independently as well as in a collaborative team environment. Required Skills Proficiency in SQL, Excel, Google Tag Manager and Adobe Analytics. Strong analytical skills. Excellent communication skills. Preferred Skills Experience with data visualization tools (e.g., Tableau, Power BI, Looker Studio). Knowledge of Python and Big Query. Experience with hypothesis testing, correlation analysis, and regression modeling. Earn certifications in these skills Learn SAS Programming Learn SQL for Data Analytics Learn Power BI Learn Clinical Trial Analysis & Reporting Learn Business Analytics Learn Natural Language Processing Learn Data Science Learn Python Learn AI in Data Science + 2 more skills Who can apply Only those candidates can apply who: 1. have minimum 1 years of experience Salary Probation: Duration: Salary during probation: After probation: Annual CTC: Competitive salary Number of openings 1 Editor’s note Information above is Internshala's interpretation and paraphrasing of what we found on the shared link. Apply now Additional Questions × Close Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login Sign up to continue Candidate sign up Sign up/ Login with Google Sign up with Email OR Email Password First Name Last Name Sign up By continuing as a candidate, you agree to our T&C . Already registered? Login"
